#,Region,AZ,State,ID,Name,OS,Instance Type,EBS,Private IP,Public IP,Elastic IP,Launch Time
110,cn-north-1,cn-north-1a,running,i-09b00e0791ef913a6,cdh-manager-prod,Linux,r4.large,EBS,10.28.18.24,unassigned,,2018-10-30 10:15:03 UTC
111,cn-north-1,cn-north-1b,running,i-03f59f5aced279089,test-sftp-server,Linux,t2.medium,EBS,10.110.1.215,52.80.50.221,ElasticIP,2017-09-05 07:44:07 UTC
112,cn-north-1,cn-north-1a,running,i-02d9da52277eb1d3b,sftp-server,Linux,t2.medium,EBS,10.28.60.228,52.80.6.231,ElasticIP,2017-10-24 09:12:20 UTC
113,cn-north-1,cn-north-1a,running,i-08327cae351ebe2ac,presto-risk-kudu,Linux,m4.xlarge,EBS,10.28.100.59,52.80.218.73,,2018-11-19 06:41:28 UTC
114,cn-north-1,cn-north-1b,running,i-06aeed8c83da3af05,nodes.test100.k8s.local,Linux,r4.xlarge,EBS,10.110.201.40,unassigned,,2018-12-13 03:41:59 UTC
115,cn-north-1,cn-north-1a,running,i-847321bc,UAT-ZK,Linux,t2.medium,EBS,10.28.5.100,unassigned,,2016-04-25 12:07:20 UTC
116,cn-north-1,cn-north-1a,running,i-9c9e9fa4,risk-nat,Linux,t2.micro,EBS,10.28.10.61,54.223.119.214,,2016-11-28 09:34:40 UTC
117,cn-north-1,cn-north-1a,running,i-0dd4b6d6ad9b55b2e,nginx-prod04,Linux,m4.2xlarge,EBS,10.28.10.45,54.223.218.241,ElasticIP,2017-08-28 02:44:05 UTC
118,cn-north-1,cn-north-1a,running,i-8ef686b6,PROD-NAT-01,Linux,m3.medium,EBS,10.28.10.50,54.223.62.132,,2015-11-25 07:53:42 UTC
119,cn-north-1,cn-north-1b,running,i-185414a0,xh-aws-vpn,Linux,t2.medium,EBS,10.28.201.142,54.222.177.70,,2016-05-23 07:01:06 UTC
120,cn-north-1,cn-north-1a,running,i-616e5d59,nginx-prod03,Linux,m4.large,EBS,10.28.10.41,54.222.215.254,ElasticIP,2016-11-07 17:41:39 UTC
121,cn-north-1,cn-north-1b,running,i-0eed2dfd18abf382b,elasticsearch-es-prod-data-08,Linux,r4.2xlarge,EBS,10.28.15.192,unassigned,,2017-06-14 10:59:29 UTC
122,cn-north-1,cn-north-1b,running,i-03b6089a1fbe81103,elasticsearch-es-prod-data-04,Linux,r4.2xlarge,EBS,10.28.15.96,unassigned,,2017-06-14 10:59:29 UTC
123,cn-north-1,cn-north-1b,running,i-060368c071609eb48,elasticsearch-es-prod-data-10,Linux,r4.2xlarge,EBS,10.28.15.237,unassigned,,2017-06-14 11:36:39 UTC
124,cn-north-1,cn-north-1b,running,i-0c43345286e5f0a34,elasticsearch-es-prod-data-06,Linux,r4.2xlarge,EBS,10.28.15.115,unassigned,,2017-06-14 10:59:29 UTC
125,cn-north-1,cn-north-1a,running,i-0e3dfd9df21311cf9,es-snow-restore-data-03,Linux,m4.4xlarge,EBS,10.28.18.211,unassigned,,2019-03-19 07:51:55 UTC
126,cn-north-1,cn-north-1a,running,i-558fb96d,repo,Linux,t2.medium,EBS,10.100.50.116,unassigned,,2016-09-19 12:12:06 UTC
127,cn-north-1,cn-north-1a,running,i-02c4c767d25f9d250,elasticsearch-es-prod-master-03,Linux,m4.large,EBS,10.28.13.137,unassigned,,2017-07-11 10:39:20 UTC
128,cn-north-1,cn-north-1a,running,i-071176c1a44107e54,elasticsearch-es-prod-master-01,Linux,m4.large,EBS,10.28.13.8,unassigned,,2017-07-11 10:39:14 UTC
129,cn-north-1,cn-north-1a,running,i-0b5761c5ef1af8d13,elasticsearch-es-prod-master-02,Linux,m4.large,EBS,10.28.13.69,unassigned,,2017-07-11 10:39:25 UTC
130,cn-north-1,cn-north-1a,running,i-094d80ae0b75d3e31,node1.xh-prod.k8s.local,Linux,r4.2xlarge,EBS,10.28.30.141,unassigned,,2018-11-28 07:34:40 UTC
131,cn-north-1,cn-north-1a,running,i-0df811fe8bfa26511,grafana,Linux,t2.medium,EBS,10.100.50.4,unassigned,,2018-06-13 06:11:21 UTC
132,cn-north-1,cn-north-1b,running,i-09df89cb95d1b22fa,es-snowplow-prod-master-02,Linux,t2.medium,EBS,10.28.19.120,unassigned,,2017-12-01 07:31:29 UTC
133,cn-north-1,cn-north-1a,stopped,i-09c6c4281146f722f,snr-data-es,Linux,c4.xlarge,EBS,10.28.6.245,unassigned,,2017-11-22 02:41:02 UTC
134,cn-north-1,cn-north-1a,stopped,i-0778dde1e1ed20766,db-audit,Linux,m4.large,EBS,10.100.1.252,unassigned,,2018-08-07 03:09:20 UTC
135,cn-north-1,cn-north-1b,running,i-004059310685b14f9,es-snr-prod-data-02,Linux,r4.xlarge,EBS,10.28.19.110,unassigned,,2018-07-04 13:51:15 UTC
136,cn-north-1,cn-north-1a,running,i-05a8840c3a4fe9e75,test2-dubbo-v2,Linux,t2.medium,EBS,10.110.3.52,unassigned,,2017-11-01 03:38:32 UTC
137,cn-north-1,cn-north-1a,running,i-08caeffb8ddb90cb6,XH-Zeppelin-BeiAn-ShenHe,Linux,m4.xlarge,EBS,10.28.100.147,52.80.107.47,,2018-10-31 12:50:44 UTC
138,cn-north-1,cn-north-1a,running,i-0c5667afe2ba6e7f8,XH-Zeppelin-BeiAn-ShenHe,Linux,m4.xlarge,EBS,10.28.100.189,52.80.232.239,,2018-10-31 12:50:44 UTC
139,cn-north-1,cn-north-1b,running,i-024feafa2e2d7547b,gjh-demo,Linux,t2.medium,EBS,10.100.0.128,52.80.240.75,,2019-03-14 02:43:49 UTC
140,cn-north-1,cn-north-1b,running,i-a2bded1a,prod-frontend-pub,Linux,t2.medium,EBS,10.28.3.86,unassigned,,2016-06-22 06:13:54 UTC
141,cn-north-1,cn-north-1a,running,i-0a91973bc9e161dfa,presto_risk_slave2,Linux,m3.xlarge,EBS,10.28.100.128,54.223.242.124,,2017-05-04 12:10:20 UTC
142,cn-north-1,cn-north-1b,stopped,i-088a575d63f883020,cccode-test,Linux,t2.medium,EBS,10.110.33.231,unassigned,,2017-10-18 09:55:23 UTC
143,cn-north-1,cn-north-1b,stopped,i-03abb6d79403aa6a8,zhongchengxin-neo4j,Linux,r4.4xlarge,EBS,10.28.101.142,unassigned,,2018-01-26 06:21:37 UTC
144,cn-north-1,cn-north-1b,running,i-0d17e1ee936ee499d,nodes.manage.k8s.local,Linux,c4.2xlarge,EBS,10.100.65.52,unassigned,,2019-03-18 07:10:05 UTC
145,cn-north-1,cn-north-1a,running,i-156b472d,prod-proxy-renhang-nginx-3,Linux,t2.small,EBS,10.28.10.204,52.80.222.88,,2019-02-01 03:34:25 UTC
146,cn-north-1,cn-north-1b,running,i-0cd9d1471174883e2,kafka-es-test-02,Linux,t2.medium,EBS,10.110.12.17,unassigned,,2018-01-15 10:27:48 UTC
147,cn-north-1,cn-north-1b,running,i-77334ccf,xh-ecn01,Linux,m4.large,EBS,172.28.8.4,54.223.93.209,ElasticIP,2016-11-17 16:50:01 UTC
148,cn-north-1,cn-north-1a,running,i-0e90e6b96e5930540,exhibitor-es-prod-01,Linux,t2.small,EBS,10.28.13.72,unassigned,,2018-11-17 21:05:29 UTC
149,cn-north-1,cn-north-1a,running,i-016d64a90836986f0,bs-mongodb-01,Linux,r4.large,EBS,10.28.6.199,unassigned,,2018-12-20 08:14:06 UTC
150,cn-north-1,cn-north-1a,running,i-06aabfbf528f1e390,bs-zk-kafka-01,Linux,r4.xlarge,EBS,10.28.6.176,unassigned,,2018-05-24 09:17:26 UTC
151,cn-north-1,cn-north-1a,running,i-0ce3ab5cdc39a7bdb,emr-r3-2xlarge,Linux,r3.2xlarge,EBS,10.28.100.215,52.80.29.85,,2017-05-19 09:55:49 UTC
152,cn-north-1,cn-north-1b,stopped,i-09edd080c76e2c6d3,bs-test01,Linux,c4.xlarge,EBS,10.110.4.125,unassigned,,2018-05-30 06:46:03 UTC
153,cn-north-1,cn-north-1b,stopped,i-0f93db28d4dac424f,bs-test02,Linux,c4.xlarge,EBS,10.110.4.156,unassigned,,2018-05-30 06:46:03 UTC
154,cn-north-1,cn-north-1b,stopped,i-0f257d7a412a452b4,bs-test03,Linux,c4.xlarge,EBS,10.110.4.217,unassigned,,2018-05-30 06:46:03 UTC
155,cn-north-1,cn-north-1b,running,i-00d27ac78c904e12d,risk-rules-01,Linux,t2.small,EBS,10.28.202.204,unassigned,,2017-06-13 05:58:31 UTC
156,cn-north-1,cn-north-1b,stopped,i-079df092b3c91c205,redash-new-version,Linux,t2.small,EBS,10.100.51.212,unassigned,,2018-12-19 08:09:33 UTC
157,cn-north-1,cn-north-1b,running,i-0738e01b64c0eb89d,jenkins-docker-slave-v2,Linux,c4.2xlarge,EBS,10.100.51.98,unassigned,,2019-03-07 14:26:44 UTC
158,cn-north-1,cn-north-1b,running,i-055176686e89a808c,nodes2.test100.k8s.local,Linux,r3.xlarge,EBS,10.110.201.169,unassigned,,2018-11-12 10:11:29 UTC
159,cn-north-1,cn-north-1a,running,i-f6e0ccce,prod-renhang-2,Linux,t2.medium,EBS,10.28.16.249,54.223.245.25,ElasticIP,2016-08-06 02:51:30 UTC
160,cn-north-1,cn-north-1a,running,i-0e4a1ab1917bf18a5,uat-svr14,Linux,m4.large,EBS,10.28.110.103,unassigned,,2018-05-30 02:50:21 UTC
161,cn-north-1,cn-north-1a,running,i-0fc3fa37,prod-cdn-2,Linux,m3.medium,EBS,10.8.12.17,54.223.60.110,ElasticIP,2016-10-28 06:44:42 UTC
162,cn-north-1,cn-north-1a,running,i-7b8ac943,logserver,Linux,m4.large,EBS,10.28.2.200,unassigned,,2018-05-12 08:55:32 UTC
163,cn-north-1,cn-north-1a,running,i-0aa32695095b7648a,spark_json_parse_20181101,Linux,m4.xlarge,EBS,10.28.100.166,52.80.194.69,,2018-11-01 06:36:19 UTC
164,cn-north-1,cn-north-1a,running,i-0ea8e5a70fe488379,spark_json_parse_20181101,Linux,m4.xlarge,EBS,10.28.100.81,52.80.235.11,,2018-11-01 06:36:19 UTC
165,cn-north-1,cn-north-1a,running,i-07e42fea72f7f49bf,es-snow-restore-master-01,Linux,m4.2xlarge,EBS,10.28.18.200,unassigned,,2019-03-19 07:50:26 UTC
166,cn-north-1,cn-north-1a,running,i-07ddd5b2c9e5c42b9,es-nginx-prod-master-01,Linux,t2.medium,EBS,10.28.18.25,unassigned,,2017-09-29 02:46:47 UTC
167,cn-north-1,cn-north-1b,running,i-0b81ce96ef820e8d1,es-1k-test-master-02,Linux,t2.medium,EBS,10.110.12.20,unassigned,,2018-05-18 05:42:23 UTC
168,cn-north-1,cn-north-1b,running,i-012a3fbd05e6395c4,es-nginx-prod-data-02,Linux,r4.2xlarge,EBS,10.28.19.60,unassigned,,2017-10-12 06:03:06 UTC
169,cn-north-1,cn-north-1b,running,i-0889cfb0,yumrepo,Linux,t2.micro,EBS,10.28.1.187,54.222.133.35,,2016-02-17 11:10:29 UTC
170,cn-north-1,cn-north-1a,running,i-c12205f9,prod-proxy-renhang-nginx-1,Linux,t2.micro,EBS,10.28.10.202,52.81.40.63,,2019-02-01 08:38:37 UTC
171,cn-north-1,cn-north-1a,running,i-035b0feb5dc9c5735,bigdata.xh-prod.k8s.local,Linux,m4.2xlarge,EBS,10.28.30.252,unassigned,,2019-02-21 20:34:15 UTC
172,cn-north-1,cn-north-1a,running,i-0fef9baddbc28a26d,snowplow-stream-test,Linux,t2.medium,EBS,10.110.3.40,unassigned,,2018-05-30 10:05:33 UTC
173,cn-north-1,cn-north-1b,running,i-022ecaaff6fe6d583,uat.xh-prod.k8s.local,Linux,m4.2xlarge,EBS,10.28.31.154,unassigned,,2018-11-26 09:07:08 UTC
174,cn-north-1,cn-north-1b,running,i-0c0d469036d5b3bbb,unnamed,Linux,t2.micro,EBS,10.110.101.63,unassigned,,2018-08-13 07:40:57 UTC
175,cn-north-1,cn-north-1a,running,i-0ddbf56888621fff0,test-airflow-scheduler,Linux,m3.medium,EBS,10.28.2.183,unassigned,,2017-10-24 08:08:10 UTC
176,cn-north-1,cn-north-1b,running,i-f1153e49,manage/tower-b,Linux,m3.medium,EBS,10.100.51.38,unassigned,,2016-11-04 15:48:56 UTC
177,cn-north-1,cn-north-1a,running,i-091a4ffb096ebdd02,XH-SVR-ADD-appserver,Linux,m4.large,EBS,10.28.6.193,unassigned,,2017-10-27 04:03:47 UTC
178,cn-north-1,cn-north-1a,running,i-01ca3e46c0eeb589e,cdh-node-prod,Linux,r4.xlarge,EBS,10.28.18.88,unassigned,,2018-10-31 07:47:55 UTC
179,cn-north-1,cn-north-1a,running,i-0b6cd2a8226450f5f,cdh-node-prod,Linux,r4.xlarge,EBS,10.28.18.55,unassigned,,2018-10-31 07:47:55 UTC
180,cn-north-1,cn-north-1b,running,i-044016d05dc93311d,windows-risk,Windows,m4.2xlarge,EBS,10.28.202.104,52.80.116.166,,2018-10-08 11:23:03 UTC
181,cn-north-1,cn-north-1b,running,i-0a7daf8e6431ae0be,nodem3.xh-prod.k8s.local,Linux,m3.xlarge,EBS,10.28.31.117,unassigned,,2018-11-13 10:13:51 UTC
182,cn-north-1,cn-north-1a,running,i-008b4b0825c3d995e,ctcf-account,Linux,r4.xlarge,EBS,10.110.3.236,unassigned,,2018-05-17 07:58:56 UTC
183,cn-north-1,cn-north-1a,running,i-0e6923928ebbbc99b,presto_risk,Linux,m3.xlarge,EBS,10.28.100.129,54.222.195.44,,2018-07-13 10:15:57 UTC
184,cn-north-1,cn-north-1b,running,i-0edc096a4d4a83b09,nodes2.manage.k8s.local,Linux,m4.xlarge,EBS,10.100.65.19,unassigned,,2018-12-11 02:36:18 UTC
185,cn-north-1,cn-north-1b,running,i-67e3a8df,prod-snowplow-enrich-02,Linux,m4.large,EBS,10.28.15.100,unassigned,,2016-12-20 03:41:04 UTC
186,cn-north-1,cn-north-1a,running,i-08e6fc499ae6bcac0,ccdoe-prod,Linux,m4.large,EBS,10.28.6.133,unassigned,,2017-10-24 02:55:14 UTC
187,cn-north-1,cn-north-1a,running,i-0d74798a156349d3f,ccdoe-prod,Linux,m4.large,EBS,10.28.6.105,unassigned,,2017-10-24 02:55:14 UTC
188,cn-north-1,cn-north-1b,running,i-0e74bb63fea2ed72a,activiti-prod,Linux,t2.micro,EBS,10.28.4.116,unassigned,,2017-05-24 06:24:23 UTC
189,cn-north-1,cn-north-1a,running,i-0c49836ae1c45e6ca,boston-a,Linux,r4.large,EBS,10.100.1.10,52.80.210.180,,2018-12-19 11:05:42 UTC
190,cn-north-1,cn-north-1b,running,i-00dc41ec8ac6600da,bs-zk-kafka-02,Linux,r4.xlarge,EBS,10.28.4.61,unassigned,,2018-05-24 09:28:43 UTC
191,cn-north-1,cn-north-1a,running,i-085306946cc2d6541,presto_risk,Linux,m3.xlarge,EBS,10.28.100.31,52.81.68.73,,2018-10-26 03:55:07 UTC
192,cn-north-1,cn-north-1a,running,i-02c06db6d0a72fd4d,presto-risk-kudu,Linux,r4.xlarge,EBS,10.28.100.70,52.81.12.37,,2019-03-18 06:17:58 UTC
193,cn-north-1,cn-north-1a,running,i-027b9f3c680844abb,presto-risk-kudu,Linux,r4.xlarge,EBS,10.28.100.103,52.80.239.104,,2019-03-18 06:17:58 UTC
194,cn-north-1,cn-north-1a,stopped,i-03a368eb27267a393,publish-system-dev,Linux,t2.small,EBS,10.100.50.100,54.223.120.155,ElasticIP,2017-04-18 06:17:24 UTC
195,cn-north-1,cn-north-1a,running,i-66c5e95e,prod-proxy-renhang-nginx-4,Linux,t2.small,EBS,10.28.10.205,52.81.84.98,,2019-03-02 00:06:57 UTC
196,cn-north-1,cn-north-1a,running,i-0e28693b3f72dca89,node2.xh-prod.k8s.local,Linux,m4.2xlarge,EBS,10.28.30.227,unassigned,,2018-11-28 07:48:56 UTC
197,cn-north-1,cn-north-1a,running,i-0dfa5984be34bd1b4,XH-WEBAPP-09,Linux,m4.xlarge,EBS,10.28.6.221,unassigned,,2018-07-04 07:37:00 UTC
198,cn-north-1,cn-north-1a,running,i-0a74991dbf4c359a3,nodes2.test100.k8s.local,Linux,r3.xlarge,EBS,10.110.200.162,unassigned,,2018-11-12 08:11:18 UTC
199,cn-north-1,cn-north-1a,running,i-0e50c870bf09e910e,es-antifraud-prod-master-03,Linux,t2.medium,EBS,10.28.18.161,unassigned,,2018-05-29 01:45:23 UTC
200,cn-north-1,cn-north-1b,running,i-051d19a8e2b9d1770,es-snow-restore-data-10,Linux,m4.4xlarge,EBS,10.28.19.214,unassigned,,2019-03-19 07:52:08 UTC
201,cn-north-1,cn-north-1a,running,i-07ea9c2382d594195,es-nginx-prod-master-03,Linux,t2.medium,EBS,10.28.18.26,unassigned,,2017-09-29 02:55:41 UTC
202,cn-north-1,cn-north-1a,running,i-0515646e5cdf45681,master-cn-north-1a-2.masters.test100.k8s.local,Linux,m4.large,EBS,10.110.200.152,unassigned,,2018-11-06 08:04:16 UTC
203,cn-north-1,cn-north-1b,running,i-0acfec76cbf84b1de,nodes.test100.k8s.local,Linux,r4.xlarge,EBS,10.110.201.58,unassigned,,2019-01-11 02:54:19 UTC
204,cn-north-1,cn-north-1b,running,i-021326640fbfd0f0d,nodes2.manage.k8s.local,Linux,m4.xlarge,EBS,10.100.65.54,unassigned,,2019-02-15 05:56:05 UTC
205,cn-north-1,cn-north-1b,running,i-043ba9688cea15da8,es-snow-restore-data-08,Linux,m4.4xlarge,EBS,10.28.19.213,unassigned,,2019-03-19 07:51:37 UTC
206,cn-north-1,cn-north-1a,running,i-0ecfa10c4f3b29478,presto-risk-slave10,Linux,m3.xlarge,EBS,10.28.100.202,54.223.223.173,,2018-06-08 02:47:55 UTC
207,cn-north-1,cn-north-1a,running,i-09992faa89caf7201,presto_risk,Linux,m3.xlarge,EBS,10.28.100.26,54.223.237.17,,2018-06-08 02:47:55 UTC
208,cn-north-1,cn-north-1a,running,i-0b87cc840af3c8cf4,nodes.test100.k8s.local,Linux,r4.xlarge,EBS,10.110.200.113,unassigned,,2018-12-28 05:54:07 UTC
209,cn-north-1,cn-north-1b,running,i-1197bea9,xh-aws-vpn-testVPC,Linux,m3.medium,EBS,10.110.1.5,54.222.152.239,,2016-10-28 12:43:41 UTC
210,cn-north-1,cn-north-1a,running,i-79c6f841,jumper-server,Linux,t2.medium,EBS,10.28.2.235,unassigned,,2018-04-28 06:54:50 UTC
211,cn-north-1,cn-north-1b,running,i-032b90f7888ba8333,antifraud-snowplow-collector-02,Linux,t2.medium,EBS,10.28.4.180,52.81.105.64,,2018-10-12 08:40:39 UTC
212,cn-north-1,cn-north-1a,running,i-027ad6789b3b9251b,XH-Zeppelin-BeiAn-ShenHe,Linux,m4.xlarge,EBS,10.28.100.132,52.81.62.9,,2018-10-31 12:50:44 UTC
213,cn-north-1,cn-north-1a,running,i-02076411f5a478ffb,antifraud-spark-cluster-version2.3.0,Linux,r4.xlarge,EBS,10.28.100.213,52.81.89.177,,2018-09-30 05:59:52 UTC
214,cn-north-1,cn-north-1a,running,i-0445ec61d98094fdc,xh-ztx-vpn,Linux,m3.medium,EBS,172.29.0.93,54.223.252.188,ElasticIP,2017-08-07 10:38:25 UTC
215,cn-north-1,cn-north-1b,running,i-fe99b846,XH-WEBAPP-05,Linux,m4.large,EBS,10.28.4.225,unassigned,,2016-11-07 16:34:02 UTC
216,cn-north-1,cn-north-1a,running,i-66f9895e,nginx-prod02,Linux,m4.large,EBS,10.28.10.40,54.223.96.95,ElasticIP,2016-11-14 16:07:13 UTC
217,cn-north-1,cn-north-1a,running,i-5af98962,nginx-prod01,Linux,m4.large,EBS,10.28.10.39,54.223.91.206,ElasticIP,2018-05-25 01:57:52 UTC
218,cn-north-1,cn-north-1a,running,i-0bf0e67f15528145c,presto_risk_slave7,Linux,m3.xlarge,EBS,10.28.100.138,52.80.18.218,,2017-09-22 08:03:41 UTC
219,cn-north-1,cn-north-1a,running,i-02447c6f2e499aa74,presto_risk_slave9,Linux,m3.xlarge,EBS,10.28.100.234,52.80.124.147,,2017-09-22 08:03:41 UTC
220,cn-north-1,cn-north-1a,running,i-056928cc052eb5b8c,presto_risk_slave8,Linux,m3.xlarge,EBS,10.28.100.90,52.80.116.218,,2017-09-22 08:03:41 UTC
