#,Region,AZ,State,ID,Name,OS,Instance Type,EBS,Private IP,Public IP,Elastic IP,Launch Time
221,cn-north-1,cn-north-1a,running,i-0d09717ba52ac792a,kafka-es-prod-03,Linux,m4.large,EBS,10.28.13.152,unassigned,,2018-01-29 10:46:33 UTC
222,cn-north-1,cn-north-1a,running,i-0622874753ec7a737,es-1k-test-master-01,Linux,t2.medium,EBS,10.110.11.20,unassigned,,2018-05-18 05:42:23 UTC
223,cn-north-1,cn-north-1a,running,i-0209b710465fe77a3,nodes2.test100.k8s.local,Linux,r3.xlarge,EBS,10.110.200.22,unassigned,,2018-11-12 08:03:26 UTC
224,cn-north-1,cn-north-1b,running,i-7ceaa1c4,prod-snowplow-collector-01,Linux,m4.large,EBS,10.28.4.224,52.81.51.242,,2019-01-04 08:39:26 UTC
225,cn-north-1,cn-north-1a,running,i-63a4fa5b,pt-nat,Linux,t2.micro,EBS,10.28.10.183,54.222.174.207,,2016-05-25 07:49:37 UTC
226,cn-north-1,cn-north-1a,running,i-01b18bf3972453985,spark-cluster-slave3,Linux,m3.xlarge,EBS,10.28.100.135,54.223.27.71,,2017-03-07 09:18:06 UTC
227,cn-north-1,cn-north-1a,running,i-0ef286de46b8ca9a1,spark-cluster-slave4,Linux,m3.xlarge,EBS,10.28.100.9,54.223.148.155,,2017-03-07 09:18:06 UTC
228,cn-north-1,cn-north-1a,running,i-c0b0e1f8,nginx-prod03-teluwManager,Linux,t2.small,EBS,10.28.50.171,54.223.227.193,ElasticIP,2018-10-27 07:45:31 UTC
229,cn-north-1,cn-north-1a,running,i-a23a019a,spark-cluster-slave1,Linux,m3.xlarge,EBS,10.28.100.254,54.222.198.245,,2016-11-04 02:46:09 UTC
230,cn-north-1,cn-north-1a,running,i-a33a019b,spark-cluster-slave2,Linux,m3.xlarge,EBS,10.28.100.253,54.222.240.58,,2016-11-04 02:46:09 UTC
231,cn-north-1,cn-north-1a,running,i-01831e0676fdd2ce1,xunfeng,Linux,t2.medium,EBS,10.100.50.47,unassigned,,2017-11-08 09:48:29 UTC
232,cn-north-1,cn-north-1b,running,i-0fb16c2945100ff93,nfs-server,Linux,t2.medium,EBS,10.28.19.93,unassigned,,2018-03-29 05:57:04 UTC
233,cn-north-1,cn-north-1b,running,i-091cd88d5122a490e,hive-test-03,Linux,r4.large,EBS,10.100.51.197,unassigned,,2019-02-28 03:14:38 UTC
234,cn-north-1,cn-north-1b,running,i-033cee19d4392dd2f,hive-test-02,Linux,r4.large,EBS,10.100.51.241,unassigned,,2019-02-28 03:14:38 UTC
235,cn-north-1,cn-north-1b,running,i-02e762641414d0d18,hive-test-01,Linux,r4.large,EBS,10.100.51.15,unassigned,,2019-02-28 03:14:38 UTC
236,cn-north-1,cn-north-1a,running,i-0e2a8ac9c0b620a1f,api-ops,Linux,t2.large,EBS,10.100.50.82,unassigned,,2018-01-05 02:59:24 UTC
237,cn-north-1,cn-north-1b,running,i-0ca39d3411258d8e2,XH-SVR9-01,Linux,t2.small,EBS,10.28.11.100,52.80.136.236,,2019-03-21 06:40:49 UTC
238,cn-north-1,cn-north-1a,running,i-0f25ed01c7af22f19,test3-nginx-v2,Linux,t2.small,EBS,10.110.0.43,52.80.138.152,ElasticIP,2018-10-27 10:18:59 UTC
239,cn-north-1,cn-north-1b,stopped,i-0a92095a5d01939a6,ml-gpu-test,Linux,p2.xlarge,EBS,10.110.33.10,unassigned,,2018-10-16 11:50:32 UTC
240,cn-north-1,cn-north-1a,running,i-004c5c65f60eb53f8,lptest,Linux,t2.medium,EBS,10.100.50.202,unassigned,,2018-07-12 04:12:13 UTC
241,cn-north-1,cn-north-1a,running,i-0832a3e23d1244261,nodes2.manage.k8s.local,Linux,m4.xlarge,EBS,10.100.64.139,unassigned,,2018-12-11 03:03:06 UTC
242,cn-north-1,cn-north-1a,running,i-0ac5f707ec4325b5d,cdh-master-prod-03,Linux,m4.large,EBS,10.28.18.43,unassigned,,2018-10-31 08:03:08 UTC
243,cn-north-1,cn-north-1b,running,i-0c115b901e3b724e3,uat.xh-prod.k8s.local,Linux,m4.2xlarge,EBS,10.28.31.95,unassigned,,2018-12-18 09:46:46 UTC
244,cn-north-1,cn-north-1a,running,i-0ce88cace5744fb53,test-haproxy-ztx,Linux,t2.small,EBS,172.29.30.130,unassigned,,2017-09-04 08:26:47 UTC
245,cn-north-1,cn-north-1a,running,i-0fa7b4230fda1f638,antifraud-spark-cluster-version2.3.0,Linux,r4.xlarge,EBS,10.28.100.199,54.223.25.113,,2018-06-30 06:43:27 UTC
246,cn-north-1,cn-north-1a,running,i-08ed1cc5c3356eafe,antifraud-spark-cluster-version2.3.0,Linux,r4.xlarge,EBS,10.28.100.220,54.222.171.32,,2018-06-30 06:43:27 UTC
247,cn-north-1,cn-north-1a,running,i-0a15edbaa4debb4d3,antifraud-spark-cluster-version2.3.0,Linux,r4.xlarge,EBS,10.28.100.141,54.222.139.235,,2018-06-30 06:43:27 UTC
248,cn-north-1,cn-north-1a,running,i-0f19233b4d2ea7217,antifraud-spark-cluster-version2.3.0,Linux,r4.xlarge,EBS,10.28.100.27,54.222.130.95,,2018-06-30 06:43:27 UTC
249,cn-north-1,cn-north-1b,running,i-0ef2dee3956b1fd07,node1.xh-prod.k8s.local,Linux,r4.2xlarge,EBS,10.28.31.91,unassigned,,2018-11-28 07:34:40 UTC
250,cn-north-1,cn-north-1a,stopped,i-01a849b9fb61efe0b,autotest,Linux,t2.micro,EBS,10.110.32.188,unassigned,,2017-03-31 09:58:18 UTC
251,cn-north-1,cn-north-1b,running,i-03590c81de96cf021,nodem3.xh-prod.k8s.local,Linux,m3.xlarge,EBS,10.28.31.203,unassigned,,2018-11-13 10:40:57 UTC
252,cn-north-1,cn-north-1b,running,i-4db2ccf5,xh-ecn02,Linux,m4.large,EBS,172.28.8.41,54.223.108.60,ElasticIP,2016-11-07 17:58:43 UTC
253,cn-north-1,cn-north-1a,running,i-0e49559498d35ba07,log-format,Linux,c4.xlarge,EBS,10.100.50.48,unassigned,,2018-09-12 12:23:14 UTC
254,cn-north-1,cn-north-1a,running,i-2457661c,mysql-prod-backup,Linux,t2.small,EBS,10.28.2.99,unassigned,,2016-10-28 11:27:16 UTC
255,cn-north-1,cn-north-1b,running,i-79ecc0c1,XH-WEBAPP-06,Linux,m4.large,EBS,10.28.4.226,54.223.67.189,,2016-10-12 05:50:33 UTC
256,cn-north-1,cn-north-1a,running,i-048a549ba4692ee10,agileops,Linux,t2.medium,EBS,10.100.50.50,unassigned,,2017-09-28 08:30:48 UTC
257,cn-north-1,cn-north-1a,running,i-7f597c47,prod-nat-renhang,Linux,t2.micro,EBS,10.28.10.180,54.222.233.52,,2016-07-01 12:51:12 UTC
258,cn-north-1,cn-north-1a,running,i-0b1b78561e7c2c1b5,xhqb-datawarehouse,Linux,r4.xlarge,EBS,10.28.100.35,52.81.38.103,,2019-03-19 03:32:55 UTC
259,cn-north-1,cn-north-1a,running,i-0d3832fad81cb7737,xhqb-datawarehouse,Linux,r4.xlarge,EBS,10.28.100.114,52.81.101.121,,2019-03-19 03:32:55 UTC
260,cn-north-1,cn-north-1a,running,i-04035594e41db62b3,xhqb-datawarehouse,Linux,r4.xlarge,EBS,10.28.100.110,52.81.83.250,,2019-03-19 03:32:55 UTC
261,cn-north-1,cn-north-1a,running,i-0cb447e57d6cb2142,xhqb-datawarehouse,Linux,r4.xlarge,EBS,10.28.100.140,52.81.78.38,,2019-03-19 03:32:55 UTC
262,cn-north-1,cn-north-1b,running,i-0a80ddc5470066f13,es-snow-restore-data-12,Linux,m4.4xlarge,EBS,10.28.19.215,unassigned,,2019-03-19 07:51:55 UTC
263,cn-north-1,cn-north-1b,running,i-00326a5bc81f80c6e,node2.xh-prod.k8s.local,Linux,m4.2xlarge,EBS,10.28.31.18,unassigned,,2019-01-07 09:06:00 UTC
264,cn-north-1,cn-north-1b,running,i-0bdc8389de0114d02,node2.xh-prod.k8s.local,Linux,m4.2xlarge,EBS,10.28.31.149,unassigned,,2019-01-07 09:06:00 UTC
265,cn-north-1,cn-north-1a,running,i-0a00627707ece223d,test6-nginx-v2,Linux,t2.small,EBS,10.110.0.46,54.223.70.10,,2017-11-02 09:51:51 UTC
266,cn-north-1,cn-north-1a,running,i-07ed2860f9d5487fb,stest-client1,Linux,t2.medium,EBS,10.110.3.115,unassigned,,2018-07-31 02:40:04 UTC
267,cn-north-1,cn-north-1a,running,i-0cac1d6d6b00f78e6,es-snow-restore-data-01,Linux,m4.4xlarge,EBS,10.28.18.210,unassigned,,2019-03-19 07:53:48 UTC
268,cn-north-1,cn-north-1b,running,i-081f1d13f137e3661,nodes2.test100.k8s.local,Linux,r3.xlarge,EBS,10.110.201.151,unassigned,,2018-11-12 10:01:11 UTC
269,cn-north-1,cn-north-1a,running,i-07845e502fd90258f,uat2.xh-prod.k8s.local,Linux,m3.2xlarge,EBS,10.28.30.120,unassigned,,2018-11-13 09:09:20 UTC
270,cn-north-1,cn-north-1a,running,i-06629b5521a57561b,master-cn-north-1a-1.masters.manage.k8s.local,Linux,m3.medium,EBS,10.100.64.62,unassigned,,2019-03-01 09:38:01 UTC
271,cn-north-1,cn-north-1b,running,i-ee97a456,elasticsearch-antifraud-data-01,Linux,r3.2xlarge,EBS,10.28.15.233,unassigned,,2016-12-07 06:59:24 UTC
272,cn-north-1,cn-north-1b,running,i-1197a4a9,elasticsearch-antifraud-data-02,Linux,r3.2xlarge,EBS,10.28.15.234,unassigned,,2016-12-07 06:59:24 UTC
273,cn-north-1,cn-north-1a,stopped,i-081667f6893a74f99,artifactory-v2,Linux,t2.micro,EBS,10.100.50.182,unassigned,,2017-06-06 10:28:35 UTC
274,cn-north-1,cn-north-1a,running,i-0b6bd67ccdd6fec97,nodem3.xh-prod.k8s.local,Linux,m3.xlarge,EBS,10.28.30.215,unassigned,,2018-11-13 10:40:58 UTC
275,cn-north-1,cn-north-1a,running,i-05759e6c2775ff555,test6-dubbo-v2,Linux,t2.small,EBS,10.110.3.56,unassigned,,2017-11-02 09:44:07 UTC
276,cn-north-1,cn-north-1a,running,i-0552a4d6535cabeb1,es-snowplow-prod-master-01,Linux,t2.medium,EBS,10.28.18.120,unassigned,,2017-12-01 06:15:53 UTC
277,cn-north-1,cn-north-1b,running,i-0da8d99a43564f04f,XH-SVR9-04,Linux,t2.small,EBS,10.28.11.103,54.223.165.32,,2019-03-21 06:23:49 UTC
278,cn-north-1,cn-north-1b,running,i-0101c6f099776bb08,es-nginx-prod-master-02,Linux,t2.medium,EBS,10.28.19.25,unassigned,,2017-09-29 02:51:09 UTC
279,cn-north-1,cn-north-1a,running,i-ff6036c7,prod-zipkin-01,Linux,t2.medium,EBS,10.28.13.132,unassigned,,2016-04-01 07:11:36 UTC
280,cn-north-1,cn-north-1b,running,i-0a9e6682168e38ccf,mysql-proxy-audit,Linux,t2.medium,EBS,10.100.51.190,unassigned,,2018-04-16 07:02:27 UTC
281,cn-north-1,cn-north-1b,running,i-0f96e99f98fbcd271,es-antifraud-prod-data-02,Linux,r4.xlarge,EBS,10.28.19.180,unassigned,,2018-05-29 01:45:23 UTC
282,cn-north-1,cn-north-1a,running,i-0e064db25381b0927,RabbitMQ,Linux,t2.small,EBS,10.110.3.118,unassigned,,2018-04-24 06:10:27 UTC
283,cn-north-1,cn-north-1a,running,i-097efb68cab1fda86,nodes.manage.k8s.local,Linux,c4.2xlarge,EBS,10.100.64.63,unassigned,,2019-03-18 07:16:08 UTC
284,cn-north-1,cn-north-1b,stopped,i-00c2abcc466ccfe79,lptest,Linux,t2.micro,EBS,10.28.4.200,unassigned,,2018-10-24 06:28:56 UTC
285,cn-north-1,cn-north-1a,running,i-05cf94c4b8ec9d9f5,antifraud-spark-cluster-version2.3.0,Linux,r4.xlarge,EBS,10.28.100.152,52.81.40.31,,2019-02-09 09:42:54 UTC
286,cn-north-1,cn-north-1a,running,i-0fae71c8c1e182f48,xhqb-prod-hadoop-slave7,Linux,m4.2xlarge,EBS,10.28.100.21,52.80.162.235,,2018-05-07 11:16:35 UTC
287,cn-north-1,cn-north-1a,running,i-03a225cf4d5f489ec,xhqb-prod-hadoop-slave6,Linux,m4.2xlarge,EBS,10.28.100.251,52.80.136.7,,2018-05-07 11:16:35 UTC
288,cn-north-1,cn-north-1b,running,i-02dcfc96e753e950c,node1.xh-prod.k8s.local,Linux,r4.2xlarge,EBS,10.28.31.166,unassigned,,2018-11-13 12:49:21 UTC
289,cn-north-1,cn-north-1a,running,i-0597bc83328d12f43,windows-presto-client,Windows,t2.large,EBS,10.100.1.20,52.81.102.236,,2019-03-06 03:42:05 UTC
290,cn-north-1,cn-north-1b,running,i-0596d9a94ec13e418,node1.xh-prod.k8s.local,Linux,r4.2xlarge,EBS,10.28.31.204,unassigned,,2018-11-13 12:41:37 UTC
291,cn-north-1,cn-north-1b,running,i-04e826f995d6838b2,nats-demo3,Linux,c4.large,EBS,10.110.33.105,unassigned,,2019-03-01 09:35:23 UTC
292,cn-north-1,cn-north-1a,running,i-02b8a05f7a16af0d6,es-antifraud-prod-master-01,Linux,t2.medium,EBS,10.28.18.160,unassigned,,2018-05-29 01:45:23 UTC
293,cn-north-1,cn-north-1a,running,i-0d05c99922986742c,es-snow-restore-data-11,Linux,m4.4xlarge,EBS,10.28.18.215,unassigned,,2019-03-19 07:51:37 UTC
294,cn-north-1,cn-north-1a,running,i-0633855c03f3bb4eb,es-snr-prod-master-01,Linux,t2.medium,EBS,10.28.18.100,unassigned,,2018-07-04 11:31:05 UTC
295,cn-north-1,cn-north-1b,running,i-1ae9b4a2,XH-WEBAPP-04,Linux,m4.large,EBS,10.28.4.221,unassigned,,2016-11-07 16:00:13 UTC
296,cn-north-1,cn-north-1a,running,i-06fd91912e3487ec5,snr-recommend-prod,Linux,r4.xlarge,EBS,10.28.6.178,unassigned,,2018-09-10 07:46:30 UTC
297,cn-north-1,cn-north-1b,running,i-0fdca1467d0f23706,boston-b,Linux,t2.small,EBS,10.100.0.10,unassigned,,2018-12-19 07:55:55 UTC
298,cn-north-1,cn-north-1b,running,i-0f03d64cfe58df368,es-1k-test-data-02,Linux,r4.xlarge,EBS,10.110.12.100,unassigned,,2018-05-18 05:42:23 UTC
299,cn-north-1,cn-north-1a,running,i-69745d51,prod-proxy-1,Linux,t2.micro,EBS,10.28.10.250,54.222.204.211,ElasticIP,2016-08-18 04:05:26 UTC
300,cn-north-1,cn-north-1b,stopped,i-0613a33b2d9017b74,ldap-client-test2,Linux,t2.micro,EBS,10.110.33.179,unassigned,,2016-12-19 08:40:10 UTC
301,cn-north-1,cn-north-1b,running,i-0fc32904bfd60e21d,zk-ctcf,Linux,t2.medium,EBS,10.28.19.105,unassigned,,2018-03-28 12:19:08 UTC
302,cn-north-1,cn-north-1a,running,i-a6f9a89e,test-old-nat,Linux,t2.micro,EBS,10.28.10.162,54.223.39.89,ElasticIP,2017-10-16 06:20:18 UTC
303,cn-north-1,cn-north-1a,running,i-02ebc9848b8c71864,devtools,Linux,m4.large,EBS,10.100.50.111,unassigned,,2017-11-12 13:17:50 UTC
304,cn-north-1,cn-north-1a,running,i-0916b25a8abb865bb,master-cn-north-1a-2.masters.xh-prod.k8s.local,Linux,m4.large,EBS,10.28.30.178,unassigned,,2018-11-13 07:33:36 UTC
305,cn-north-1,cn-north-1a,running,i-0a3650959a9204f2e,XH-WEBAPP-10,Linux,c4.large,EBS,10.28.6.126,unassigned,,2017-06-13 07:28:03 UTC
306,cn-north-1,cn-north-1a,running,i-0bc14468560957e15,XH-WEBAPP-11,Linux,c4.large,EBS,10.28.6.253,unassigned,,2017-06-13 07:52:08 UTC
307,cn-north-1,cn-north-1a,running,i-0f2dd644499e2cbb9,xh-nx-vpn,Linux,t2.small,EBS,10.100.1.58,52.80.21.72,,2018-03-29 08:56:01 UTC
308,cn-north-1,cn-north-1b,running,i-0c89026fcfe5cbcd6,nodejs-prod,Linux,t2.medium,EBS,10.28.80.211,unassigned,,2017-12-18 05:41:17 UTC
309,cn-north-1,cn-north-1b,running,i-0bed9b1b4f2d5abaf,XH-SVR9-05,Linux,t2.micro,EBS,10.28.11.104,52.80.144.149,,2019-03-17 05:35:24 UTC
310,cn-north-1,cn-north-1a,stopped,i-0f3d97f30d647641f,zhongchengxin-windows-login,Windows,t2.small,EBS,10.100.1.154,unassigned,,2018-12-24 05:57:15 UTC
311,cn-north-1,cn-north-1a,running,i-0365d850b5473140a,xh-svr14-01,Linux,m4.large,EBS,10.28.70.44,unassigned,,2018-06-05 03:52:06 UTC
312,cn-north-1,cn-north-1a,running,i-0c2bc928af4826387,spark-cluster-slave5,Linux,m3.xlarge,EBS,10.28.100.87,52.80.50.210,,2017-04-19 11:46:56 UTC
313,cn-north-1,cn-north-1a,running,i-0cb8824ce36459949,spark-cluster-slave6,Linux,m3.xlarge,EBS,10.28.100.244,54.223.235.117,,2017-04-19 11:46:56 UTC
314,cn-north-1,cn-north-1a,running,i-0f9f858430968b66b,presto_risk,Linux,m3.xlarge,EBS,10.28.100.163,52.80.40.219,,2018-10-31 06:25:28 UTC
315,cn-north-1,cn-north-1a,running,i-08be8090cab06c39d,es-snr-prod-data-03,Linux,r4.xlarge,EBS,10.28.18.111,unassigned,,2018-07-04 15:01:14 UTC
316,cn-north-1,cn-north-1b,running,i-0c778c32ee17ccf97,jenkins-docker-slave-v2,Linux,c4.2xlarge,EBS,10.100.51.95,unassigned,,2019-03-07 14:31:44 UTC
317,cn-north-1,cn-north-1a,running,i-c0b8bff8,phabricator1,Linux,t2.medium,EBS,10.100.50.112,unassigned,,2016-11-21 09:28:50 UTC
318,cn-north-1,cn-north-1a,running,i-539cb86b,prod-renhang-1,Linux,t2.medium,EBS,10.28.16.250,54.223.242.236,ElasticIP,2016-06-30 03:43:17 UTC
319,cn-north-1,cn-north-1a,running,i-0832128a7de9dac9d,test5-nginx-v2,Linux,t2.small,EBS,10.110.0.45,54.223.221.196,,2018-04-12 07:54:36 UTC
320,cn-north-1,cn-north-1a,running,i-010d7fa9b8e545019,test3-dubbo-v2,Linux,t2.small,EBS,10.110.3.53,unassigned,,2018-10-27 09:42:42 UTC
321,cn-north-1,cn-north-1a,running,i-04508c27b900116a1,es-snr-prod-data-01,Linux,r4.xlarge,EBS,10.28.18.110,unassigned,,2018-08-23 11:10:37 UTC
322,cn-north-1,cn-north-1a,running,i-005f739ac84a8a941,antifraud-spark-cluster-version2.3.0,Linux,r4.xlarge,EBS,10.28.100.229,54.223.188.142,,2018-12-19 14:56:13 UTC
323,cn-north-1,cn-north-1a,running,i-0527bbc4bd274de3b,presto_risk_master,Linux,m3.xlarge,EBS,10.28.100.198,54.223.26.64,,2017-05-04 12:10:20 UTC
324,cn-north-1,cn-north-1a,running,i-098d91b46755c39ca,elk1.xh-prod.k8s.local,Linux,c4.2xlarge,EBS,10.28.30.208,unassigned,,2018-11-14 07:56:20 UTC
325,cn-north-1,cn-north-1b,stopped,i-0d2fdc10b1701698f,zhongchengxin-bigdata-mysql1,Linux,c3.2xlarge,EBS,10.28.101.180,unassigned,,2018-02-02 02:17:33 UTC
326,cn-north-1,cn-north-1a,stopped,i-0983cbc3881f40144,neo4j-test,Linux,m4.large,EBS,10.110.32.223,unassigned,,2018-06-27 07:37:45 UTC
327,cn-north-1,cn-north-1b,running,i-0c6025755ef8bc89c,uat2.xh-prod.k8s.local,Linux,m3.2xlarge,EBS,10.28.31.23,unassigned,,2018-11-13 08:48:16 UTC
328,cn-north-1,cn-north-1b,running,i-05eed3a531872758f,es-snow-restore-data-02,Linux,m4.4xlarge,EBS,10.28.19.210,unassigned,,2019-03-19 07:51:37 UTC
329,cn-north-1,cn-north-1a,running,i-0ae4ef946ae77fd1e,presto_operate_slave1,Linux,m3.xlarge,EBS,10.28.100.98,54.223.101.227,,2017-04-27 02:52:43 UTC
330,cn-north-1,cn-north-1a,running,i-034e742aad7295a90,master-cn-north-1a-3.masters.manage.k8s.local,Linux,m3.medium,EBS,10.100.64.70,unassigned,,2018-09-25 02:15:52 UTC
331,cn-north-1,cn-north-1a,running,i-4354597b,antifraud-snowplow-enrich-01,Linux,c4.large,EBS,10.28.13.244,unassigned,,2018-10-27 08:11:40 UTC
